ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,Original_Data,Data_Quality,Data_Completeness,Temp_Range,Temp_StdDev,Has_Extreme_Values
188,St. Lucia,LC,LCA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.049,0.111,0.258,0.003,-0.245,0.025,-0.249,-0.201,0.436,0.216,-0.225,-0.058,0.104,-0.408,-0.417,-0.344,-0.055,0.096,0.194,0.329,0.354,0.089,0.379,-0.039,-0.228,-0.076,0.525,0.424,-0.025,0.318,0.422,0.382,0.444,0.499,0.65,0.431,0.565,1.085,0.526,0.337,0.573,0.643,0.864,0.517,0.941,0.758,0.752,0.436,0.523,1.177,0.642,0.625,0.744,0.619,0.861,0.999,0.844,0.532,0.967,1.161,0.732,0.689,"{'F1961': 0.049, 'F1962': 0.111, 'F1963': 0.258, 'F1964': 0.003, 'F1965': -0.245, 'F1966': 0.025, 'F1967': -0.249, 'F1968': -0.201, 'F1969': 0.436, 'F1970': 0.216, 'F1971': -0.225, 'F1972': -0.058, 'F1973': 0.104, 'F1974': -0.408, 'F1975': -0.417, 'F1976': -0.344, 'F1977': -0.055, 'F1978': 0.096, 'F1979': 0.194, 'F1980': 0.329, 'F1981': 0.354, 'F1982': 0.089, 'F1983': 0.379, 'F1984': -0.039, 'F1985': -0.228, 'F1986': -0.076, 'F1987': 0.525, 'F1988': 0.424, 'F1989': -0.025, 'F1990': 0.318, 'F1991': 0.422, 'F1992': 0.382, 'F1993': 0.444, 'F1994': 0.499, 'F1995': 0.65, 'F1996': 0.431, 'F1997': 0.565, 'F1998': 1.085, 'F1999': 0.526, 'F2000': 0.337, 'F2001': 0.573, 'F2002': 0.643, 'F2003': 0.864, 'F2004': 0.517, 'F2005': 0.941, 'F2006': 0.758, 'F2007': 0.752, 'F2008': 0.436, 'F2009': 0.523, 'F2010': 1.177, 'F2011': 0.642, 'F2012': 0.625, 'F2013': 0.744, 'F2014': 0.619, 'F2015': 0.861, 'F2016': 0.999, 'F2017': 0.844, 'F2018': 0.532, 'F2019': 0.967, 'F2020': 1.161, 'F2021': 0.732, 'F2022': 0.689}",Insufficient Data,1.0,1.594,0.4044353579399099,False
189,St. Vincent and the Grenadines,VC,VCT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.108,0.063,0.307,-0.051,-0.197,0.062,-0.238,-0.139,0.504,0.297,-0.301,-0.117,0.072,-0.451,-0.397,-0.239,-0.13,0.066,0.276,0.211,0.331,0.087,0.364,-0.047,-0.426,-0.185,0.444,0.453,-0.164,0.204,0.401,0.394,0.426,0.459,0.709,0.469,0.626,1.186,0.614,0.459,0.689,0.627,0.91,0.438,1.0,0.739,0.681,0.505,0.504,1.2,0.684,0.581,0.773,0.642,0.839,0.949,0.911,0.539,1.169,1.229,0.761,0.698,"{'F1961': 0.108, 'F1962': 0.063, 'F1963': 0.307, 'F1964': -0.051, 'F1965': -0.197, 'F1966': 0.062, 'F1967': -0.238, 'F1968': -0.139, 'F1969': 0.504, 'F1970': 0.297, 'F1971': -0.301, 'F1972': -0.117, 'F1973': 0.072, 'F1974': -0.451, 'F1975': -0.397, 'F1976': -0.239, 'F1977': -0.13, 'F1978': 0.066, 'F1979': 0.276, 'F1980': 0.211, 'F1981': 0.331, 'F1982': 0.087, 'F1983': 0.364, 'F1984': -0.047, 'F1985': -0.426, 'F1986': -0.185, 'F1987': 0.444, 'F1988': 0.453, 'F1989': -0.164, 'F1990': 0.204, 'F1991': 0.401, 'F1992': 0.394, 'F1993': 0.426, 'F1994': 0.459, 'F1995': 0.709, 'F1996': 0.469, 'F1997': 0.626, 'F1998': 1.186, 'F1999': 0.614, 'F2000': 0.459, 'F2001': 0.689, 'F2002': 0.627, 'F2003': 0.91, 'F2004': 0.438, 'F2005': 1.0, 'F2006': 0.739, 'F2007': 0.681, 'F2008': 0.505, 'F2009': 0.504, 'F2010': 1.2, 'F2011': 0.684, 'F2012': 0.581, 'F2013': 0.773, 'F2014': 0.642, 'F2015': 0.839, 'F2016': 0.949, 'F2017': 0.911, 'F2018': 0.539, 'F2019': 1.169, 'F2020': 1.229, 'F2021': 0.761, 'F2022': 0.698}",Insufficient Data,1.0,1.6800000000000002,0.431579158519902,False
190,Sudan,SD,SDN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,1.032,1.147,0.952,1.502,1.172,1.21,1.227,0.881,0.458,1.241,0.773,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': nan, 'F1993': nan, 'F1994': nan, 'F1995': nan, 'F1996': nan, 'F1997': nan, 'F1998': nan, 'F1999': nan, 'F2000': nan, 'F2001': nan, 'F2002': nan, 'F2003': nan, 'F2004': nan, 'F2005': nan, 'F2006': nan, 'F2007': nan, 'F2008': nan, 'F2009': nan, 'F2010': nan, 'F2011': 0.881, 'F2012': 1.032, 'F2013': 1.147, 'F2014': 0.952, 'F2015': 1.502, 'F2016': 1.172, 'F2017': 1.21, 'F2018': 1.227, 'F2019': 0.881, 'F2020': 0.458, 'F2021': 1.241, 'F2022': 0.773}",Insufficient Data,1.0,1.044,0.13173487869758718,False
191,Suriname,SR,SUR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.067,-0.046,-0.055,0.047,0.001,0.242,-0.092,-0.277,0.507,0.22,-0.429,-0.077,0.12,-0.348,-0.364,-0.05,0.128,0.073,0.299,0.28,0.219,0.228,0.453,-0.252,0.001,0.126,0.734,0.561,0.069,0.31,0.337,0.579,0.286,0.305,0.827,0.922,0.775,1.357,0.614,0.657,0.781,1.01,1.069,1.097,1.426,1.003,0.98,1.076,1.414,1.509,1.074,0.986,1.118,1.136,1.309,1.79,1.439,1.25,1.53,1.682,1.277,1.296,"{'F1961': -0.067, 'F1962': -0.046, 'F1963': -0.055, 'F1964': 0.047, 'F1965': 0.001, 'F1966': 0.242, 'F1967': -0.092, 'F1968': -0.277, 'F1969': 0.507, 'F1970': 0.22, 'F1971': -0.429, 'F1972': -0.077, 'F1973': 0.12, 'F1974': -0.348, 'F1975': -0.364, 'F1976': -0.05, 'F1977': 0.128, 'F1978': 0.073, 'F1979': 0.299, 'F1980': 0.28, 'F1981': 0.219, 'F1982': 0.228, 'F1983': 0.453, 'F1984': -0.252, 'F1985': 0.001, 'F1986': 0.126, 'F1987': 0.734, 'F1988': 0.561, 'F1989': 0.069, 'F1990': 0.31, 'F1991': 0.337, 'F1992': 0.579, 'F1993': 0.286, 'F1994': 0.305, 'F1995': 0.827, 'F1996': 0.922, 'F1997': 0.775, 'F1998': 1.357, 'F1999': 0.614, 'F2000': 0.657, 'F2001': 0.781, 'F2002': 1.01, 'F2003': 1.069, 'F2004': 1.097, 'F2005': 1.426, 'F2006': 1.003, 'F2007': 0.98, 'F2008': 1.076, 'F2009': 1.414, 'F2010': 1.509, 'F2011': 1.074, 'F2012': 0.986, 'F2013': 1.118, 'F2014': 1.136, 'F2015': 1.309, 'F2016': 1.79, 'F2017': 1.439, 'F2018': 1.25, 'F2019': 1.53, 'F2020': 1.682, 'F2021': 1.277, 'F2022': 1.296}",Insufficient Data,1.0,2.219,0.5938337498617614,False
192,Sweden,SE,SWE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.563,-0.69,-0.458,0.393,-0.223,-1.672,0.83,-0.929,-0.207,-1.098,0.03,0.791,1.145,0.935,1.574,-0.11,-0.466,-0.075,-1.091,-0.569,-0.228,-0.134,0.911,0.583,-1.036,-0.493,-1.201,0.726,1.998,1.692,1.025,1.374,0.806,0.195,1.263,-0.164,0.981,0.561,1.362,1.721,1.071,1.566,0.914,1.198,1.825,1.485,1.938,1.954,1.432,-0.279,1.267,1.313,0.857,2.704,2.069,1.841,1.588,1.844,1.568,2.943,1.846,2.11,"{'F1961': 1.563, 'F1962': -0.69, 'F1963': -0.458, 'F1964': 0.393, 'F1965': -0.223, 'F1966': -1.672, 'F1967': 0.83, 'F1968': -0.929, 'F1969': -0.207, 'F1970': -1.098, 'F1971': 0.03, 'F1972': 0.791, 'F1973': 1.145, 'F1974': 0.935, 'F1975': 1.574, 'F1976': -0.11, 'F1977': -0.466, 'F1978': -0.075, 'F1979': -1.091, 'F1980': -0.569, 'F1981': -0.228, 'F1982': -0.134, 'F1983': 0.911, 'F1984': 0.583, 'F1985': -1.036, 'F1986': -0.493, 'F1987': -1.201, 'F1988': 0.726, 'F1989': 1.998, 'F1990': 1.692, 'F1991': 1.025, 'F1992': 1.374, 'F1993': 0.806, 'F1994': 0.195, 'F1995': 1.263, 'F1996': -0.164, 'F1997': 0.981, 'F1998': 0.561, 'F1999': 1.362, 'F2000': 1.721, 'F2001': 1.071, 'F2002': 1.566, 'F2003': 0.914, 'F2004': 1.198, 'F2005': 1.825, 'F2006': 1.485, 'F2007': 1.938, 'F2008': 1.954, 'F2009': 1.432, 'F2010': -0.279, 'F2011': 1.267, 'F2012': 1.313, 'F2013': 0.857, 'F2014': 2.704, 'F2015': 2.069, 'F2016': 1.841, 'F2017': 1.588, 'F2018': 1.844, 'F2019': 1.568, 'F2020': 2.943, 'F2021': 1.846, 'F2022': 2.11}",Insufficient Data,1.0,4.615,1.0605929237058451,False
193,Switzerland,CH,CHE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.988,-0.357,-0.87,0.137,-0.791,0.466,0.554,-0.062,-0.079,-0.486,-0.069,-0.061,-0.056,0.089,0.622,0.367,0.172,-0.362,-0.063,-0.194,-0.016,0.579,0.869,-0.33,-0.328,0.242,-0.01,0.916,1.142,1.417,0.328,0.969,0.562,1.859,1.001,0.029,1.063,1.111,0.98,1.42,1.45,1.258,1.848,0.974,0.808,1.091,1.804,1.195,1.371,0.459,1.667,1.512,0.782,2.169,1.972,1.859,1.837,2.343,2.096,2.514,1.181,2.798,"{'F1961': 0.988, 'F1962': -0.357, 'F1963': -0.87, 'F1964': 0.137, 'F1965': -0.791, 'F1966': 0.466, 'F1967': 0.554, 'F1968': -0.062, 'F1969': -0.079, 'F1970': -0.486, 'F1971': -0.069, 'F1972': -0.061, 'F1973': -0.056, 'F1974': 0.089, 'F1975': 0.622, 'F1976': 0.367, 'F1977': 0.172, 'F1978': -0.362, 'F1979': -0.063, 'F1980': -0.194, 'F1981': -0.016, 'F1982': 0.579, 'F1983': 0.869, 'F1984': -0.33, 'F1985': -0.328, 'F1986': 0.242, 'F1987': -0.01, 'F1988': 0.916, 'F1989': 1.142, 'F1990': 1.417, 'F1991': 0.328, 'F1992': 0.969, 'F1993': 0.562, 'F1994': 1.859, 'F1995': 1.001, 'F1996': 0.029, 'F1997': 1.063, 'F1998': 1.111, 'F1999': 0.98, 'F2000': 1.42, 'F2001': 1.45, 'F2002': 1.258, 'F2003': 1.848, 'F2004': 0.974, 'F2005': 0.808, 'F2006': 1.091, 'F2007': 1.804, 'F2008': 1.195, 'F2009': 1.371, 'F2010': 0.459, 'F2011': 1.667, 'F2012': 1.512, 'F2013': 0.782, 'F2014': 2.169, 'F2015': 1.972, 'F2016': 1.859, 'F2017': 1.837, 'F2018': 2.343, 'F2019': 2.096, 'F2020': 2.514, 'F2021': 1.181, 'F2022': 2.798}",Insufficient Data,1.0,3.668,0.864413453574303,False
194,Syrian Arab Rep.,SY,SYR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.025,0.998,0.543,-0.709,-0.183,0.923,-1.028,-0.187,0.154,0.637,-0.182,-0.928,-0.41,-0.18,-0.182,-0.845,0.191,0.17,0.921,-0.174,0.146,-0.536,-0.851,0.004,-0.028,0.402,-0.174,-0.203,0.366,0.181,0.481,-1.12,-0.568,1.274,0.153,0.443,-0.126,1.147,1.282,0.668,1.163,0.872,0.542,0.644,0.226,1.017,0.786,1.033,0.635,2.475,0.656,1.044,1.383,1.213,1.319,1.796,1.142,2.389,1.562,1.868,2.238,1.535,"{'F1961': -0.025, 'F1962': 0.998, 'F1963': 0.543, 'F1964': -0.709, 'F1965': -0.183, 'F1966': 0.923, 'F1967': -1.028, 'F1968': -0.187, 'F1969': 0.154, 'F1970': 0.637, 'F1971': -0.182, 'F1972': -0.928, 'F1973': -0.41, 'F1974': -0.18, 'F1975': -0.182, 'F1976': -0.845, 'F1977': 0.191, 'F1978': 0.17, 'F1979': 0.921, 'F1980': -0.174, 'F1981': 0.146, 'F1982': -0.536, 'F1983': -0.851, 'F1984': 0.004, 'F1985': -0.028, 'F1986': 0.402, 'F1987': -0.174, 'F1988': -0.203, 'F1989': 0.366, 'F1990': 0.181, 'F1991': 0.481, 'F1992': -1.12, 'F1993': -0.568, 'F1994': 1.274, 'F1995': 0.153, 'F1996': 0.443, 'F1997': -0.126, 'F1998': 1.147, 'F1999': 1.282, 'F2000': 0.668, 'F2001': 1.163, 'F2002': 0.872, 'F2003': 0.542, 'F2004': 0.644, 'F2005': 0.226, 'F2006': 1.017, 'F2007': 0.786, 'F2008': 1.033, 'F2009': 0.635, 'F2010': 2.475, 'F2011': 0.656, 'F2012': 1.044, 'F2013': 1.383, 'F2014': 1.213, 'F2015': 1.319, 'F2016': 1.796, 'F2017': 1.142, 'F2018': 2.389, 'F2019': 1.562, 'F2020': 1.868, 'F2021': 2.238, 'F2022': 1.535}",Insufficient Data,1.0,3.595,0.8424071765701932,False
195,Taiwan Province of China,TW,TWN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.158,-0.16,-0.211,0.251,-0.144,0.288,0.088,-0.935,0.01,-0.336,-0.235,-0.164,0.484,-0.364,0.231,-0.549,0.223,0.029,0.059,0.222,0.118,-0.139,0.259,-0.553,-0.059,-0.233,0.352,0.299,0.062,0.349,0.575,-0.077,0.363,0.398,0.19,0.015,0.142,1.2,0.727,0.427,0.784,0.922,0.871,0.442,0.662,0.72,0.79,0.593,0.789,0.535,0.086,0.376,0.685,0.704,0.718,1.01,1.351,1.108,1.304,1.728,1.898,1.383,"{'F1961': 0.158, 'F1962': -0.16, 'F1963': -0.211, 'F1964': 0.251, 'F1965': -0.144, 'F1966': 0.288, 'F1967': 0.088, 'F1968': -0.935, 'F1969': 0.01, 'F1970': -0.336, 'F1971': -0.235, 'F1972': -0.164, 'F1973': 0.484, 'F1974': -0.364, 'F1975': 0.231, 'F1976': -0.549, 'F1977': 0.223, 'F1978': 0.029, 'F1979': 0.059, 'F1980': 0.222, 'F1981': 0.118, 'F1982': -0.139, 'F1983': 0.259, 'F1984': -0.553, 'F1985': -0.059, 'F1986': -0.233, 'F1987': 0.352, 'F1988': 0.299, 'F1989': 0.062, 'F1990': 0.349, 'F1991': 0.575, 'F1992': -0.077, 'F1993': 0.363, 'F1994': 0.398, 'F1995': 0.19, 'F1996': 0.015, 'F1997': 0.142, 'F1998': 1.2, 'F1999': 0.727, 'F2000': 0.427, 'F2001': 0.784, 'F2002': 0.922, 'F2003': 0.871, 'F2004': 0.442, 'F2005': 0.662, 'F2006': 0.72, 'F2007': 0.79, 'F2008': 0.593, 'F2009': 0.789, 'F2010': 0.535, 'F2011': 0.086, 'F2012': 0.376, 'F2013': 0.685, 'F2014': 0.704, 'F2015': 0.718, 'F2016': 1.01, 'F2017': 1.351, 'F2018': 1.108, 'F2019': 1.304, 'F2020': 1.728, 'F2021': 1.898, 'F2022': 1.383}",Insufficient Data,1.0,2.833,0.5516831600617482,False
196,"Tajikistan, Rep. of",TJ,TJK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.259,-0.156,0.425,0.337,-0.41,1.298,0.765,1.062,0.938,1.41,1.206,0.496,1.302,0.764,1.568,1.202,0.909,0.81,1.342,1.438,-0.032,1.255,0.461,1.301,1.645,1.288,1.66,1.325,1.034,0.945,2.074,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': -0.259, 'F1993': -0.156, 'F1994': 0.425, 'F1995': 0.337, 'F1996': -0.41, 'F1997': 1.298, 'F1998': 0.765, 'F1999': 1.062, 'F2000': 0.938, 'F2001': 1.41, 'F2002': 1.206, 'F2003': 0.496, 'F2004': 1.302, 'F2005': 0.764, 'F2006': 1.568, 'F2007': 1.202, 'F2008': 0.909, 'F2009': 0.81, 'F2010': 1.342, 'F2011': 1.438, 'F2012': -0.032, 'F2013': 1.255, 'F2014': 0.461, 'F2015': 1.301, 'F2016': 1.645, 'F2017': 1.288, 'F2018': 1.66, 'F2019': 1.325, 'F2020': 1.034, 'F2021': 0.945, 'F2022': 2.074}",Insufficient Data,1.0,2.484,0.7397996613058997,False
197,"Tanzania, United Rep. of",TZ,TZA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.334,-0.26,-0.27,-0.397,-0.242,0.05,0.027,-0.474,0.35,0.193,-0.286,0.024,0.335,-0.122,-0.04,0.015,0.352,0.118,-0.09,0.41,0.387,0.437,0.724,0.125,0.094,0.174,0.598,0.657,-0.083,0.19,0.332,0.338,0.029,0.428,0.347,0.217,0.586,0.499,-0.232,0.53,0.433,0.646,1.01,0.899,1.035,0.836,0.77,0.462,0.892,1.013,0.723,0.82,0.885,0.935,1.102,0.995,1.45,1.055,1.399,1.091,1.126,0.911,"{'F1961': 0.334, 'F1962': -0.26, 'F1963': -0.27, 'F1964': -0.397, 'F1965': -0.242, 'F1966': 0.05, 'F1967': 0.027, 'F1968': -0.474, 'F1969': 0.35, 'F1970': 0.193, 'F1971': -0.286, 'F1972': 0.024, 'F1973': 0.335, 'F1974': -0.122, 'F1975': -0.04, 'F1976': 0.015, 'F1977': 0.352, 'F1978': 0.118, 'F1979': -0.09, 'F1980': 0.41, 'F1981': 0.387, 'F1982': 0.437, 'F1983': 0.724, 'F1984': 0.125, 'F1985': 0.094, 'F1986': 0.174, 'F1987': 0.598, 'F1988': 0.657, 'F1989': -0.083, 'F1990': 0.19, 'F1991': 0.332, 'F1992': 0.338, 'F1993': 0.029, 'F1994': 0.428, 'F1995': 0.347, 'F1996': 0.217, 'F1997': 0.586, 'F1998': 0.499, 'F1999': -0.232, 'F2000': 0.53, 'F2001': 0.433, 'F2002': 0.646, 'F2003': 1.01, 'F2004': 0.899, 'F2005': 1.035, 'F2006': 0.836, 'F2007': 0.77, 'F2008': 0.462, 'F2009': 0.892, 'F2010': 1.013, 'F2011': 0.723, 'F2012': 0.82, 'F2013': 0.885, 'F2014': 0.935, 'F2015': 1.102, 'F2016': 0.995, 'F2017': 1.45, 'F2018': 1.055, 'F2019': 1.399, 'F2020': 1.091, 'F2021': 1.126, 'F2022': 0.911}",Insufficient Data,1.0,1.924,0.467312684854264,False
198,Thailand,TH,THA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.176,-0.164,-0.328,-0.041,-0.228,0.406,-0.058,-0.128,0.464,0.015,-0.469,0.043,0.361,-0.453,0.095,-0.501,0.109,0.306,0.617,0.536,0.346,0.182,0.495,0.158,0.359,0.137,0.815,0.354,0.384,0.592,0.729,0.455,0.389,0.438,0.769,0.319,0.48,1.529,0.504,0.14,0.733,0.734,0.869,0.625,0.974,0.773,0.638,0.496,0.605,1.405,0.36,1.023,1.234,0.845,1.392,1.659,1.202,0.954,1.857,1.596,1.112,1.014,"{'F1961': -0.176, 'F1962': -0.164, 'F1963': -0.328, 'F1964': -0.041, 'F1965': -0.228, 'F1966': 0.406, 'F1967': -0.058, 'F1968': -0.128, 'F1969': 0.464, 'F1970': 0.015, 'F1971': -0.469, 'F1972': 0.043, 'F1973': 0.361, 'F1974': -0.453, 'F1975': 0.095, 'F1976': -0.501, 'F1977': 0.109, 'F1978': 0.306, 'F1979': 0.617, 'F1980': 0.536, 'F1981': 0.346, 'F1982': 0.182, 'F1983': 0.495, 'F1984': 0.158, 'F1985': 0.359, 'F1986': 0.137, 'F1987': 0.815, 'F1988': 0.354, 'F1989': 0.384, 'F1990': 0.592, 'F1991': 0.729, 'F1992': 0.455, 'F1993': 0.389, 'F1994': 0.438, 'F1995': 0.769, 'F1996': 0.319, 'F1997': 0.48, 'F1998': 1.529, 'F1999': 0.504, 'F2000': 0.14, 'F2001': 0.733, 'F2002': 0.734, 'F2003': 0.869, 'F2004': 0.625, 'F2005': 0.974, 'F2006': 0.773, 'F2007': 0.638, 'F2008': 0.496, 'F2009': 0.605, 'F2010': 1.405, 'F2011': 0.36, 'F2012': 1.023, 'F2013': 1.234, 'F2014': 0.845, 'F2015': 1.392, 'F2016': 1.659, 'F2017': 1.202, 'F2018': 0.954, 'F2019': 1.857, 'F2020': 1.596, 'F2021': 1.112, 'F2022': 1.014}",Insufficient Data,1.0,2.358,0.5366128912252156,False
